epoch,lr-AdamW,step,train/Accuracy,train/Boundary_mIoU,train/Class_Accuracy_0,train/Class_Accuracy_1,train/F1_Score,train/IoU_0,train/IoU_1,train/Pixel_Accuracy,train/loss,train/mIoU,train/mIoU_Micro,val/Accuracy,val/Boundary_mIoU,val/Class_Accuracy_0,val/Class_Accuracy_1,val/F1_Score,val/IoU_0,val/IoU_1,val/Pixel_Accuracy,val/loss,val/mIoU,val/mIoU_Micro
,1e-06,0,,,,,,,,,,,,,,,,,,,,,,
0,,0,,,,,,,,,0.8342427015304565,,,,,,,,,,,,,
0,,1,,,,,,,,,0.813281774520874,,,,,,,,,,,,,
0,,2,,,,,,,,,0.7617954611778259,,,,,,,,,,,,,
0,,3,,,,,,,,,0.7434210777282715,,,,,,,,,,,,,
0,,4,,,,,,,,,0.7237165570259094,,,,,,,,,,,,,
0,,5,,,,,,,,,0.7227569818496704,,,,,,,,,,,,,
0,,6,,,,,,,,,0.6947828531265259,,,,,,,,,,,,,
0,,7,,,,,,,,,0.677071213722229,,,,,,,,,,,,,
0,,8,,,,,,,,,0.7463213801383972,,,,,,,,,,,,,
0,,9,,,,,,,,,0.6974522471427917,,,,,,,,,,,,,
0,,10,,,,,,,,,0.6934744119644165,,,,,,,,,,,,,
0,,11,,,,,,,,,0.7019304037094116,,,,,,,,,,,,,
0,,12,,,,,,,,,0.7061609625816345,,,,,,,,,,,,,
0,,13,,,,,,,,,0.6460400819778442,,,,,,,,,,,,,
0,,14,,,,,,,,,0.6363728642463684,,,,,,,,,,,,,
0,,14,,,,,,,,,,,,0.5039488077163696,0.030306708067655563,0.09850051254034042,0.9093970656394958,0.1913750022649765,0.09735623747110367,0.11439995467662811,0.19161520898342133,0.736426591873169,0.10587809979915619,0.10595931857824326
0,,14,0.6300122141838074,0.03699018061161041,0.4720030725002289,0.7880213260650635,0.42870891094207764,0.46206891536712646,0.12697790563106537,0.5011027455329895,,0.2945234179496765,0.334314227104187,,,,,,,,,,,
,9.997532801828658e-07,15,,,,,,,,,,,,,,,,,,,,,,
1,,15,,,,,,,,,0.6909444332122803,,,,,,,,,,,,,
1,,16,,,,,,,,,0.619123101234436,,,,,,,,,,,,,
1,,17,,,,,,,,,0.730143129825592,,,,,,,,,,,,,
1,,18,,,,,,,,,0.5297612547874451,,,,,,,,,,,,,
1,,19,,,,,,,,,0.5585800409317017,,,,,,,,,,,,,
1,,20,,,,,,,,,0.6046699285507202,,,,,,,,,,,,,
1,,21,,,,,,,,,0.6546009182929993,,,,,,,,,,,,,
1,,22,,,,,,,,,0.5353327393531799,,,,,,,,,,,,,
1,,23,,,,,,,,,0.6404433846473694,,,,,,,,,,,,,
1,,24,,,,,,,,,0.723440408706665,,,,,,,,,,,,,
1,,25,,,,,,,,,0.7295004725456238,,,,,,,,,,,,,
1,,26,,,,,,,,,0.6890532374382019,,,,,,,,,,,,,
1,,27,,,,,,,,,0.6467557549476624,,,,,,,,,,,,,
1,,28,,,,,,,,,0.6496190428733826,,,,,,,,,,,,,
1,,29,,,,,,,,,0.5126004815101624,,,,,,,,,,,,,
1,,29,,,,,,,,,,,,0.5059558153152466,0.042912840843200684,0.33962497115135193,0.6722866892814636,0.34513336420059204,0.3257753252983093,0.11038190126419067,0.3778242766857147,0.7244166731834412,0.21807861328125,0.2329120635986328
1,,29,0.761437177658081,0.03080693818628788,0.7340364456176758,0.7888379693031311,0.6057590246200562,0.717289924621582,0.2316361665725708,0.7394922971725464,,0.4744630455970764,0.5866623520851135,,,,,,,,,,,
,9.99013364214136e-07,30,,,,,,,,,,,,,,,,,,,,,,
2,,30,,,,,,,,,0.5617504119873047,,,,,,,,,,,,,
2,,31,,,,,,,,,0.6649118065834045,,,,,,,,,,,,,
2,,32,,,,,,,,,0.5347796678543091,,,,,,,,,,,,,
2,,33,,,,,,,,,0.600681722164154,,,,,,,,,,,,,
