epoch,lr-AdamW,step,train/Accuracy,train/Boundary_mIoU,train/Class_Accuracy_0,train/Class_Accuracy_1,train/F1_Score,train/IoU_0,train/IoU_1,train/Pixel_Accuracy,train/loss,train/mIoU,train/mIoU_Micro,val/Accuracy,val/Boundary_mIoU,val/Class_Accuracy_0,val/Class_Accuracy_1,val/F1_Score,val/IoU_0,val/IoU_1,val/Pixel_Accuracy,val/loss,val/mIoU,val/mIoU_Micro
,5e-05,0,,,,,,,,,,,,,,,,,,,,,,
0,,0,,,,,,,,,0.8342428207397461,,,,,,,,,,,,,
0,,1,,,,,,,,,0.9720226526260376,,,,,,,,,,,,,
0,,2,,,,,,,,,0.7508770823478699,,,,,,,,,,,,,
0,,3,,,,,,,,,0.6303237676620483,,,,,,,,,,,,,
0,,4,,,,,,,,,0.5077435970306396,,,,,,,,,,,,,
0,,5,,,,,,,,,0.49950462579727173,,,,,,,,,,,,,
0,,6,,,,,,,,,0.3739336431026459,,,,,,,,,,,,,
0,,7,,,,,,,,,0.4449610710144043,,,,,,,,,,,,,
0,,8,,,,,,,,,0.8512763381004333,,,,,,,,,,,,,
0,,9,,,,,,,,,0.4377921223640442,,,,,,,,,,,,,
0,,10,,,,,,,,,0.31313830614089966,,,,,,,,,,,,,
0,,11,,,,,,,,,0.5440655946731567,,,,,,,,,,,,,
0,,12,,,,,,,,,0.6814562082290649,,,,,,,,,,,,,
0,,13,,,,,,,,,0.3083576560020447,,,,,,,,,,,,,
0,,14,,,,,,,,,0.3930681347846985,,,,,,,,,,,,,
0,,14,,,,,,,,,,,,0.4997765123844147,0.010490783490240574,0.02657216601073742,0.9729808568954468,0.1284668743610382,0.02647935412824154,0.11441794782876968,0.1352476328611374,1.3698115348815918,0.07044865190982819,0.07252846658229828
0,,14,0.7285187840461731,0.024585653096437454,0.7963319420814514,0.6607056260108948,0.6150628328323364,0.7698404788970947,0.21963945031166077,0.7838431596755981,,0.49473994970321655,0.6445247530937195,,,,,,,,,,,
,4.9692208514878444e-05,15,,,,,,,,,,,,,,,,,,,,,,
1,,15,,,,,,,,,0.5351319909095764,,,,,,,,,,,,,
1,,16,,,,,,,,,0.4391392469406128,,,,,,,,,,,,,
1,,17,,,,,,,,,0.5025372505187988,,,,,,,,,,,,,
1,,18,,,,,,,,,0.40961897373199463,,,,,,,,,,,,,
1,,19,,,,,,,,,0.4907706081867218,,,,,,,,,,,,,
1,,20,,,,,,,,,0.3524726331233978,,,,,,,,,,,,,
1,,21,,,,,,,,,0.4217207133769989,,,,,,,,,,,,,
1,,22,,,,,,,,,0.32649970054626465,,,,,,,,,,,,,
1,,23,,,,,,,,,0.3892250061035156,,,,,,,,,,,,,
1,,24,,,,,,,,,0.4687592387199402,,,,,,,,,,,,,
1,,25,,,,,,,,,0.4949512481689453,,,,,,,,,,,,,
1,,26,,,,,,,,,0.39434731006622314,,,,,,,,,,,,,
1,,27,,,,,,,,,0.3416617810726166,,,,,,,,,,,,,
1,,28,,,,,,,,,0.35682353377342224,,,,,,,,,,,,,
1,,29,,,,,,,,,0.360512912273407,,,,,,,,,,,,,
1,,29,,,,,,,,,,,,0.5030125379562378,0.012976895086467266,0.035851091146469116,0.9701739549636841,0.13766524195671082,0.03571290895342827,0.1150556355714798,0.14313875138759613,1.3189970254898071,0.07538427412509918,0.07708640396595001
1,,29,0.7148288488388062,0.013466374017298222,0.9317003488540649,0.4979572892189026,0.7042126059532166,0.8827031850814819,0.3078113794326782,0.8885181546211243,,0.5952572822570801,0.7993996143341064,,,,,,,,,,,
,4.877641290737884e-05,30,,,,,,,,,,,,,,,,,,,,,,
2,,30,,,,,,,,,0.3641243875026703,,,,,,,,,,,,,
2,,31,,,,,,,,,0.3342941105365753,,,,,,,,,,,,,
2,,32,,,,,,,,,0.4010331332683563,,,,,,,,,,,,,
2,,33,,,,,,,,,0.3430807590484619,,,,,,,,,,,,,
2,,34,,,,,,,,,0.3211754262447357,,,,,,,,,,,,,
2,,35,,,,,,,,,0.32038524746894836,,,,,,,,,,,,,
2,,36,,,,,,,,,0.2951827943325043,,,,,,,,,,,,,
2,,37,,,,,,,,,0.31591832637786865,,,,,,,,,,,,,
2,,38,,,,,,,,,0.28063198924064636,,,,,,,,,,,,,
2,,39,,,,,,,,,0.36851009726524353,,,,,,,,,,,,,
2,,40,,,,,,,,,0.21443237364292145,,,,,,,,,,,,,
2,,41,,,,,,,,,0.33669376373291016,,,,,,,,,,,,,
2,,42,,,,,,,,,0.3049013912677765,,,,,,,,,,,,,
2,,43,,,,,,,,,0.2621714472770691,,,,,,,,,,,,,
2,,44,,,,,,,,,0.30958202481269836,,,,,,,,,,,,,
2,,44,,,,,,,,,,,,0.5566213130950928,0.033255625516176224,0.5887739062309265,0.524468719959259,0.4684540033340454,0.5545636415481567,0.1257728487253189,0.5813897848129272,0.6643272638320923,0.3401682376861572,0.4098305404186249
