epoch,lr-AdamW,step,train/Accuracy,train/Boundary_mIoU,train/Class_Accuracy_0,train/Class_Accuracy_1,train/F1_Score,train/IoU_0,train/IoU_1,train/Pixel_Accuracy,train/loss,train/mIoU,train/mIoU_Micro,val/Accuracy,val/Boundary_mIoU,val/Class_Accuracy_0,val/Class_Accuracy_1,val/F1_Score,val/IoU_0,val/IoU_1,val/Pixel_Accuracy,val/loss,val/mIoU,val/mIoU_Micro
,5e-05,0,,,,,,,,,,,,,,,,,,,,,,
0,,0,,,,,,,,,0.68109530210495,,,,,,,,,,,,,
0,,1,,,,,,,,,0.7551277875900269,,,,,,,,,,,,,
0,,2,,,,,,,,,0.7257779836654663,,,,,,,,,,,,,
0,,3,,,,,,,,,0.6186876893043518,,,,,,,,,,,,,
0,,4,,,,,,,,,0.5533581972122192,,,,,,,,,,,,,
0,,5,,,,,,,,,0.5725621581077576,,,,,,,,,,,,,
0,,6,,,,,,,,,0.5528748035430908,,,,,,,,,,,,,
0,,7,,,,,,,,,0.4642930030822754,,,,,,,,,,,,,
0,,8,,,,,,,,,0.5081741809844971,,,,,,,,,,,,,
0,,9,,,,,,,,,0.46570274233818054,,,,,,,,,,,,,
0,,10,,,,,,,,,0.42590636014938354,,,,,,,,,,,,,
0,,11,,,,,,,,,0.470951110124588,,,,,,,,,,,,,
0,,12,,,,,,,,,0.40137696266174316,,,,,,,,,,,,,
0,,13,,,,,,,,,0.404782235622406,,,,,,,,,,,,,
0,,14,,,,,,,,,0.39799439907073975,,,,,,,,,,,,,
0,,14,,,,,,,,,,,,0.5,0.0,0.0,1.0,0.10300170630216599,0.0,0.11482932418584824,0.11482932418584824,0.9971945285797119,0.05741466209292412,0.06091189756989479
0,,14,0.6484302282333374,0.030425885692238808,0.8134521842002869,0.48340827226638794,0.585934579372406,0.7703487873077393,0.17757196724414825,0.7811980247497559,,0.47396036982536316,0.6409556269645691,,,,,,,,,,,
,4.969220913046142e-05,15,,,,,,,,,,,,,,,,,,,,,,
1,,15,,,,,,,,,0.4016094207763672,,,,,,,,,,,,,
1,,16,,,,,,,,,0.33512306213378906,,,,,,,,,,,,,
1,,17,,,,,,,,,0.35699358582496643,,,,,,,,,,,,,
1,,18,,,,,,,,,0.36164653301239014,,,,,,,,,,,,,
1,,19,,,,,,,,,0.33893030881881714,,,,,,,,,,,,,
1,,20,,,,,,,,,0.3237139880657196,,,,,,,,,,,,,
1,,21,,,,,,,,,0.347706139087677,,,,,,,,,,,,,
1,,22,,,,,,,,,0.28034961223602295,,,,,,,,,,,,,
1,,23,,,,,,,,,0.29522839188575745,,,,,,,,,,,,,
1,,24,,,,,,,,,0.3168380856513977,,,,,,,,,,,,,
1,,25,,,,,,,,,0.2778436243534088,,,,,,,,,,,,,
1,,26,,,,,,,,,0.3421810269355774,,,,,,,,,,,,,
1,,27,,,,,,,,,0.3564358353614807,,,,,,,,,,,,,
1,,28,,,,,,,,,0.4055522084236145,,,,,,,,,,,,,
1,,29,,,,,,,,,0.3215528428554535,,,,,,,,,,,,,
1,,29,,,,,,,,,,,,0.5447108745574951,0.030553236603736877,0.8364311456680298,0.2529905438423157,0.5332736372947693,0.7625365853309631,0.1118989959359169,0.7694350481033325,0.6141639947891235,0.4372178018093109,0.6252697706222534
1,,29,0.673439085483551,0.017713040113449097,0.9751404523849487,0.3717377185821533,0.7073243260383606,0.9189869165420532,0.2960631251335144,0.9216563105583191,,0.6075249910354614,0.8546962141990662,,,,,,,,,,,
,4.8776415354553034e-05,30,,,,,,,,,,,,,,,,,,,,,,
2,,30,,,,,,,,,0.3382062017917633,,,,,,,,,,,,,
2,,31,,,,,,,,,0.33260253071784973,,,,,,,,,,,,,
2,,32,,,,,,,,,0.30426228046417236,,,,,,,,,,,,,
2,,33,,,,,,,,,0.36246103048324585,,,,,,,,,,,,,
2,,34,,,,,,,,,0.27348044514656067,,,,,,,,,,,,,
2,,35,,,,,,,,,0.31607574224472046,,,,,,,,,,,,,
2,,36,,,,,,,,,0.26182714104652405,,,,,,,,,,,,,
2,,37,,,,,,,,,0.2738981544971466,,,,,,,,,,,,,
2,,38,,,,,,,,,0.26668572425842285,,,,,,,,,,,,,
2,,39,,,,,,,,,0.26389598846435547,,,,,,,,,,,,,
2,,40,,,,,,,,,0.31487810611724854,,,,,,,,,,,,,
2,,41,,,,,,,,,0.2435888797044754,,,,,,,,,,,,,
2,,42,,,,,,,,,0.30154743790626526,,,,,,,,,,,,,
2,,43,,,,,,,,,0.2649925947189331,,,,,,,,,,,,,
2,,44,,,,,,,,,0.21633873879909515,,,,,,,,,,,,,
2,,44,,,,,,,,,,,,0.5,0.0,1.0,0.0,0.46954405307769775,0.8851706981658936,0.0,0.8851706981658936,0.43415236473083496,0.4425853490829468,0.7939965724945068
2,,44,0.750601053237915,0.015476065687835217,0.9674056768417358,0.5337963700294495,0.7691131830215454,0.9223858714103699,0.40706372261047363,0.926312267780304,,0.6647248268127441,0.8627389669418335,,,,,,,,,,,
,4.727516855438299e-05,45,,,,,,,,,,,,,,,,,,,,,,
3,,45,,,,,,,,,0.2795971632003784,,,,,,,,,,,,,
3,,46,,,,,,,,,0.2645748257637024,,,,,,,,,,,,,
3,,47,,,,,,,,,0.24976514279842377,,,,,,,,,,,,,
3,,48,,,,,,,,,0.25770682096481323,,,,,,,,,,,,,
3,,49,,,,,,,,,0.2917468249797821,,,,,,,,,,,,,
3,,50,,,,,,,,,0.30949950218200684,,,,,,,,,,,,,
3,,51,,,,,,,,,0.294546514749527,,,,,,,,,,,,,
