epoch,lr-AdamW,step,train/Accuracy,train/Boundary_mIoU,train/Class_Accuracy_0,train/Class_Accuracy_1,train/F1_Score,train/IoU_0,train/IoU_1,train/Pixel_Accuracy,train/loss,train/mIoU,train/mIoU_Micro,val/Accuracy,val/Boundary_mIoU,val/Class_Accuracy_0,val/Class_Accuracy_1,val/F1_Score,val/IoU_0,val/IoU_1,val/Pixel_Accuracy,val/loss,val/mIoU,val/mIoU_Micro
,1e-06,0,,,,,,,,,,,,,,,,,,,,,,
0,,0,,,,,,,,,0.8342427015304565,,,,,,,,,,,,,
0,,1,,,,,,,,,0.8139920234680176,,,,,,,,,,,,,
0,,2,,,,,,,,,0.7621981501579285,,,,,,,,,,,,,
0,,3,,,,,,,,,0.7442014813423157,,,,,,,,,,,,,
0,,4,,,,,,,,,0.7236660718917847,,,,,,,,,,,,,
0,,5,,,,,,,,,0.7225284576416016,,,,,,,,,,,,,
0,,6,,,,,,,,,0.6954719424247742,,,,,,,,,,,,,
0,,7,,,,,,,,,0.6770539879798889,,,,,,,,,,,,,
0,,8,,,,,,,,,0.7466444969177246,,,,,,,,,,,,,
0,,9,,,,,,,,,0.6977713108062744,,,,,,,,,,,,,
0,,10,,,,,,,,,0.6940999627113342,,,,,,,,,,,,,
0,,11,,,,,,,,,0.7009024620056152,,,,,,,,,,,,,
0,,12,,,,,,,,,0.7066674828529358,,,,,,,,,,,,,
0,,13,,,,,,,,,0.6455478668212891,,,,,,,,,,,,,
0,,14,,,,,,,,,0.6370653510093689,,,,,,,,,,,,,
0,,14,,,,,,,,,,,,0.5051634907722473,0.031319357454776764,0.10650621354579926,0.9038207530975342,0.19798877835273743,0.10519371926784515,0.11458805203437805,0.19806130230426788,0.7357094287872314,0.1098908856511116,0.10991567373275757
0,,14,0.6290267109870911,0.03669971600174904,0.47111091017723083,0.7869424819946289,0.4279986619949341,0.46114620566368103,0.12662458419799805,0.5001934170722961,,0.29388540983200073,0.3335052728652954,,,,,,,,,,,
,9.997532801828658e-07,15,,,,,,,,,,,,,,,,,,,,,,
1,,15,,,,,,,,,0.6916757225990295,,,,,,,,,,,,,
1,,16,,,,,,,,,0.6177868843078613,,,,,,,,,,,,,
1,,17,,,,,,,,,0.7312204241752625,,,,,,,,,,,,,
1,,18,,,,,,,,,0.5298939943313599,,,,,,,,,,,,,
1,,19,,,,,,,,,0.5606482625007629,,,,,,,,,,,,,
1,,20,,,,,,,,,0.6043793559074402,,,,,,,,,,,,,
1,,21,,,,,,,,,0.6562424302101135,,,,,,,,,,,,,
1,,22,,,,,,,,,0.5359675884246826,,,,,,,,,,,,,
1,,23,,,,,,,,,0.6391430497169495,,,,,,,,,,,,,
1,,24,,,,,,,,,0.7248768210411072,,,,,,,,,,,,,
1,,25,,,,,,,,,0.7299697399139404,,,,,,,,,,,,,
1,,26,,,,,,,,,0.688035249710083,,,,,,,,,,,,,
1,,27,,,,,,,,,0.6475027203559875,,,,,,,,,,,,,
1,,28,,,,,,,,,0.6484358906745911,,,,,,,,,,,,,
1,,29,,,,,,,,,0.512307345867157,,,,,,,,,,,,,
1,,29,,,,,,,,,,,,0.5035684108734131,0.042726557701826096,0.32396000623703003,0.6831768751144409,0.33641326427459717,0.3111708462238312,0.1099892407655716,0.36520862579345703,0.7274811863899231,0.21058005094528198,0.22339770197868347
1,,29,0.7622407078742981,0.031213197857141495,0.7350468635559082,0.789434552192688,0.6066356897354126,0.7183235883712769,0.23243509232997894,0.740461528301239,,0.4753793478012085,0.5878832936286926,,,,,,,,,,,
,9.99013364214136e-07,30,,,,,,,,,,,,,,,,,,,,,,
2,,30,,,,,,,,,0.561442494392395,,,,,,,,,,,,,
2,,31,,,,,,,,,0.6661898493766785,,,,,,,,,,,,,
2,,32,,,,,,,,,0.5354284048080444,,,,,,,,,,,,,
2,,33,,,,,,,,,0.6011201739311218,,,,,,,,,,,,,
